,Region,Year,Gender,Death Rate,Cause of Death,Population,Total Deaths,Life Expectancy,Age Range
8162,Maharashtra,2005,Female,6.65,Accident,54664942,363668,71,0-18
8163,Bihar,2015,Male,7.47,Accident,110880052,828132,66.1,51-65
8164,Maharashtra,2002,Male,6.99,Cardio,51816200,361987,70,36-50
8165,Bihar,2006,Female,9.52,Cardio,91158120,867824,64.4,51-65
8166,Tamil Nadu,2014,Female,5,Cardio,73905343,369526,78.5,36-50
8167,Andhra Pradesh,2014,Female,5,Cardio,54669346,273346,74.6,0-18
8168,Uttar Pradesh,2014,Female,6.18,Resp,211946073,1309091,69.2,19-35
8169,Tamil Nadu,2008,Male,5,Resp,67589555,337947,76.4,0-18
8170,Andhra Pradesh,2015,Female,5,Cardio,55434717,277173,73,0-18
8171,Maharashtra,2013,Male,5,Accident,63050875,315254,73.6,0-18
8172,Rajasthan,2005,Male,7.05,Accident,71414150,503137,65.5,51-65
8173,Karnataka,2004,Female,6.18,Cardio,58836455,363403,71.1,66+
8174,Gujarat,2006,Male,7.1,Resp,78831369,559640,68.8,51-65
8175,Bihar,2002,Female,10.39,Cancer,83558720,868099,64,19-35
8176,Maharashtra,2002,Female,6.48,Infect,51816200,335688,70.5,19-35
8177,Tamil Nadu,2000,Female,7.24,Diabetes,60000000,434596,74,36-50
8178,Andhra Pradesh,2006,Female,5.77,Infect,48914795,282328,71.3,36-50
8179,Tamil Nadu,2006,Male,5.2,Infect,65606595,341356,76.7,51-65
8180,Uttar Pradesh,2011,Female,7.79,Cancer,196812998,1532879,67.2,19-35
8181,Maharashtra,2004,Male,6.69,Infect,53698371,359204,73.4,51-65
8182,Uttar Pradesh,2004,Female,8.66,Diabetes,165571933,1434653,65.4,51-65
8183,Tamil Nadu,2002,Female,5.63,Resp,61813499,348092,75.9,51-65
8184,Kerala,2012,Female,5,Cardio,40386311,201931,80,19-35
8185,Andhra Pradesh,2001,Female,5.48,Infect,45630000,249894,70,0-18
8186,Karnataka,2014,Female,5,Cancer,69639561,348197,75.1,0-18
8187,Maharashtra,2003,Female,6.87,Infect,52748891,362197,69.7,36-50
8188,Rajasthan,2014,Female,5.64,Infect,84596409,477231,71.2,36-50
8189,Rajasthan,2003,Female,7.65,Cardio,68775840,526368,65.3,36-50
8190,Tamil Nadu,2008,Female,5.15,Cardio,67589555,348034,76.2,36-50
8191,Uttar Pradesh,2007,Female,9.2,Accident,178302863,1639816,66.6,19-35
8192,Bihar,2003,Female,10.17,Infect,85397011,868749,63.1,51-65
8193,Karnataka,2005,Male,5.12,Infect,59836675,306139,74.2,66+
8194,Kerala,2003,Male,5,Infect,36275180,181375,77.6,19-35
8195,Karnataka,2006,Male,6.79,Infect,60853898,413050,73.3,66+
8196,Gujarat,2003,Female,8.24,Cardio,74284560,612457,69,19-35
8197,Kerala,2012,Male,5,Cardio,40386311,201931,77.3,19-35
8198,West Bengal,2015,Female,5,Resp,114195273,570976,72.8,0-18
8199,Karnataka,2013,Male,5,Cardio,68475478,342377,72.3,51-65
8200,Andhra Pradesh,2003,Female,7.02,Stroke,46916583,329568,69.5,51-65
8201,Bihar,2008,Female,8.83,Cardio,95213198,841110,64.7,51-65
8202,Bihar,2010,Male,7.49,Infect,99448662,745156,65.2,51-65
8203,Karnataka,2001,Female,6.61,Accident,55934999,369570,73.3,0-18
8204,West Bengal,2010,Male,5.25,Accident,105482299,553762,68.6,19-35
8205,Uttar Pradesh,2003,Male,9.09,Diabetes,161533593,1467882,65.4,19-35
8206,Tamil Nadu,2006,Female,6.2,Cancer,65606595,406706,76.2,0-18
8207,Karnataka,2015,Female,5,Cardio,70823434,354117,75.5,0-18
8208,Uttar Pradesh,2015,Male,6.98,Cardio,217244724,1517206,67.9,19-35
8209,West Bengal,2002,Female,6.41,Cardio,92903040,595759,68.2,36-50
8210,Andhra Pradesh,2014,Female,5,Cardio,54669346,273346,75.2,36-50
8211,West Bengal,2008,Male,6.48,Accident,102186182,661996,67.2,19-35
8212,West Bengal,2004,Male,6.59,Cardio,95899720,632090,66.8,51-65
8213,Bihar,2010,Female,8.85,Resp,99448662,880065,65.5,66+
8214,West Bengal,2003,Female,7.36,Diabetes,94389488,694741,69.1,19-35
8215,Uttar Pradesh,2014,Female,7.01,Cancer,211946073,1485493,68.9,0-18
8216,Maharashtra,2013,Female,5,Cancer,63050875,315254,73.6,51-65
8217,Uttar Pradesh,2012,Female,6.62,Infect,201733323,1336425,67.3,36-50
8218,Uttar Pradesh,2007,Male,7.74,Resp,178302863,1380084,67,51-65
8219,Gujarat,2000,Female,8.83,Accident,70000000,617843,67,36-50
8220,Uttar Pradesh,2001,Female,9.21,Cancer,153750000,1415751,64.1,51-65
8221,Uttar Pradesh,2014,Female,6.25,Cancer,211946073,1323654,66.8,19-35
8222,Tamil Nadu,2000,Male,6.82,Cardio,60000000,409151,73.4,19-35
8223,Maharashtra,2003,Male,6.68,Accident,52748891,352302,71.2,51-65
8224,Karnataka,2009,Female,5.63,Infect,64010506,360201,73.9,0-18
8225,Rajasthan,2007,Male,7.67,Resp,74153669,569073,67.7,51-65
8226,Andhra Pradesh,2008,Male,5.38,Stroke,50293997,270804,71.2,36-50
8227,Tamil Nadu,2012,Female,5.09,Resp,71737090,365054,78.5,51-65
8228,West Bengal,2011,Female,5.14,Cardio,107170016,550419,69.2,51-65
8229,Andhra Pradesh,2005,Male,6.68,Cardio,48239443,322121,71.7,36-50
8230,Tamil Nadu,2013,Male,5,Accident,72813146,364065,78.1,19-35
8231,Uttar Pradesh,2011,Male,8.17,Resp,196812998,1607669,67.3,36-50
8232,Rajasthan,2010,Female,6.77,Infect,78461245,530854,67.7,51-65
8233,Maharashtra,2009,Male,5,Cardio,58708367,293541,74,19-35
8234,Andhra Pradesh,2012,Female,5,Resp,53170160,265850,74.5,66+
8235,Tamil Nadu,2015,Female,5,Infect,75013923,375069,79.9,36-50
8236,Uttar Pradesh,2011,Male,7.28,Resp,196812998,1433550,67.6,66+
8237,Kerala,2005,Male,5,Stroke,37151008,185755,78.3,0-18
8238,Uttar Pradesh,2012,Female,7.08,Cardio,201733323,1428606,66.8,36-50
8239,Karnataka,2012,Male,5,Accident,67330854,336654,74.3,0-18
8240,West Bengal,2008,Female,7.17,Cardio,102186182,732389,69.4,66+
8241,Rajasthan,2003,Female,7.2,Infect,68775840,495423,65.7,19-35
8242,Maharashtra,2009,Female,5.97,Cardio,58708367,350727,72.9,19-35
8243,Tamil Nadu,2009,Male,5,Cardio,68603398,343016,76.4,66+
8244,Kerala,2008,Female,5,Cardio,38504558,192522,79.7,66+
8245,Gujarat,2006,Male,7.26,Cardio,78831369,572050,69.3,36-50
8246,Tamil Nadu,2000,Female,6.13,Cardio,60000000,367749,74.8,36-50
8247,Uttar Pradesh,2002,Female,9.64,Cardio,157593750,1518523,63.7,51-65
8248,Uttar Pradesh,2007,Male,8.3,Accident,178302863,1480640,64.8,0-18
8249,Bihar,2000,Male,10.71,Resp,80000000,856841,63,36-50
8250,Rajasthan,2015,Male,5.34,Accident,86203741,460466,69,51-65
8251,Karnataka,2015,Male,5,Stroke,70823434,354117,74.8,66+
8252,West Bengal,2008,Male,6.62,Accident,102186182,676285,67.9,0-18
8253,Uttar Pradesh,2007,Female,8.61,Resp,178302863,1534584,64,0-18
8254,Andhra Pradesh,2013,Male,5,Resp,53914543,269572,75.9,0-18
8255,Maharashtra,2000,Male,6.73,Accident,50000000,336320,71,19-35
8256,Tamil Nadu,2005,Male,5.32,Accident,64637040,344020,77,19-35
8257,West Bengal,2004,Female,7.65,Resp,95899720,733566,69.9,19-35
8258,Bihar,2004,Female,10.18,Diabetes,87275746,888864,63.2,51-65
8259,Bihar,2003,Female,10.59,Resp,85397011,904159,65.5,19-35
8260,Uttar Pradesh,2011,Male,7.21,Cardio,196812998,1419658,66.8,36-50
8261,Karnataka,2011,Female,5,Cardio,66205363,331026,75.2,0-18
8262,Gujarat,2011,Male,6.09,Cardio,87036201,529798,69.9,66+
8263,Bihar,2000,Female,11.34,Infect,80000000,907578,61,19-35
8264,Maharashtra,2004,Female,7.43,Resp,53698371,399210,71.9,0-18
8265,Maharashtra,2005,Female,7.09,Cancer,54664942,387573,72.6,36-50
8266,Tamil Nadu,2012,Male,5,Cardio,71737090,358685,78.5,19-35
8267,Andhra Pradesh,2013,Male,5,Infect,53914543,269572,74.1,51-65
8268,Kerala,2003,Male,5,Cardio,36275180,181375,78.1,36-50
8269,Uttar Pradesh,2000,Female,10.11,Infect,150000000,1515917,63.7,19-35
8270,Gujarat,2011,Female,6.42,Infect,87036201,558621,72.8,19-35
8271,Kerala,2002,Male,5,Infect,35845040,179225,77.9,36-50
8272,Bihar,2008,Female,9.24,Infect,95213198,879352,64,36-50
8273,Bihar,2007,Female,8.66,Infect,93163599,806825,65.3,19-35
8274,Uttar Pradesh,2015,Female,6.96,Diabetes,217244724,1512282,69.3,51-65
8275,Andhra Pradesh,2011,Female,5.04,Cancer,52436056,264472,74.1,51-65
8276,Andhra Pradesh,2013,Male,5,Resp,53914543,269572,72.4,0-18
8277,Karnataka,2006,Female,5.38,Resp,60853898,327164,73.1,51-65
8278,West Bengal,2009,Male,5.94,Cancer,103821160,617084,69.5,36-50
8279,Karnataka,2014,Female,5,Infect,69639561,348197,74.9,51-65
8280,Tamil Nadu,2001,Female,5.78,Accident,60899999,351825,74.7,51-65
8281,Karnataka,2012,Female,5.2,Cardio,67330854,350285,73.9,19-35
8282,Bihar,2000,Male,10.84,Cardio,80000000,867557,61.1,36-50
8283,Gujarat,2001,Male,7.82,Cardio,71400000,558338,69,19-35
8284,West Bengal,2000,Female,7.2,Resp,90000000,648191,66.9,51-65
8285,Uttar Pradesh,2014,Female,6.31,Cardio,211946073,1337171,67.9,36-50
8286,Maharashtra,2004,Female,6.22,Resp,53698371,334173,70.9,0-18
8287,Karnataka,2011,Male,5.07,Cardio,66205363,335780,73.5,51-65
8288,Tamil Nadu,2003,Female,6.17,Cardio,62740702,386960,73.4,51-65
8289,Rajasthan,2000,Male,9.02,Accident,65000000,586043,65,36-50
8290,Maharashtra,2004,Female,6.59,Accident,53698371,354026,72.5,19-35
8291,Rajasthan,2007,Male,8.02,Accident,74153669,594607,68.8,66+
8292,Bihar,2010,Male,8.38,Resp,99448662,833831,63.7,19-35
8293,Rajasthan,2009,Female,6.35,Infect,76998278,488861,70.8,0-18
8294,Bihar,2004,Female,10.09,Cardio,87275746,880426,63.1,0-18
8295,Karnataka,2002,Male,6.31,Accident,56885894,358907,71,36-50
8296,Tamil Nadu,2013,Female,5,Accident,72813146,364065,77.3,19-35
8297,Kerala,2005,Male,5,Accident,37151008,185755,78.8,51-65
8298,Uttar Pradesh,2001,Female,8.63,Cancer,153750000,1326176,62.6,51-65
8299,Uttar Pradesh,2008,Female,7.81,Accident,182760434,1427500,66.9,0-18
8300,Rajasthan,2014,Male,5.4,Cancer,84596409,456463,71.1,36-50
8301,Maharashtra,2010,Male,5.6,Infect,59765118,334649,72.6,36-50
8302,Maharashtra,2009,Female,5.47,Cancer,58708367,320926,73.6,36-50
8303,Uttar Pradesh,2014,Male,6.7,Accident,211946073,1419700,68.6,36-50
8304,Uttar Pradesh,2000,Male,9.58,Cardio,150000000,1436412,62,0-18
8305,Andhra Pradesh,2014,Female,5,Cardio,54669346,273346,73.4,51-65
8306,Gujarat,2001,Female,7.04,Cardio,71400000,502639,68.8,36-50
8307,Kerala,2015,Female,5,Resp,41857735,209288,79.4,51-65
8308,Bihar,2002,Male,9.74,Cardio,83558720,814118,63,66+
8309,Maharashtra,2008,Male,6.36,Cancer,57670302,366752,73.2,51-65
8310,Rajasthan,2006,Male,8,Cancer,72771019,582314,67.3,19-35
8311,Kerala,2007,Male,5,Accident,38047982,190239,78.6,66+
8312,Andhra Pradesh,2001,Female,7.5,Cardio,45630000,342208,70.2,0-18
8313,Kerala,2006,Female,5,Infect,37596820,187984,77.6,0-18
8314,Tamil Nadu,2000,Male,7,Cardio,60000000,420178,73.8,19-35
8315,Kerala,2008,Male,5,Cardio,38504558,192522,78.5,36-50
8316,Tamil Nadu,2012,Male,5,Cardio,71737090,358685,76.9,0-18
8317,Karnataka,2002,Female,7.07,Infect,56885894,402259,72.8,19-35
8318,Bihar,2013,Male,8.3,Cardio,106157732,881245,66.6,51-65
8319,Karnataka,2009,Female,5.9,Infect,64010506,377650,75.1,51-65
8320,Gujarat,2001,Female,7.57,Infect,71400000,540640,68.8,0-18
8321,Karnataka,2002,Female,6.8,Infect,56885894,386766,71.9,36-50
8322,Uttar Pradesh,2014,Male,6.64,Resp,211946073,1407508,68.6,36-50
8323,Gujarat,2008,Male,6.11,Cardio,82016156,500998,68.9,36-50
8324,Karnataka,2010,Female,5.99,Infect,65098685,389841,75.9,19-35
8325,Gujarat,2015,Female,5,Infect,94210783,471053,72,0-18
8326,Maharashtra,2011,Male,6.06,Cardio,60840890,368437,73.9,51-65
8327,Uttar Pradesh,2010,Male,8.51,Accident,192012681,1633844,66.8,51-65
8328,Kerala,2006,Female,5,Resp,37596820,187984,79.5,0-18
8329,Gujarat,2013,Female,5,Infect,90552464,452762,71.1,19-35
8330,Tamil Nadu,2012,Male,5,Accident,71737090,358685,77.2,19-35
8331,Bihar,2003,Female,9.95,Resp,85397011,849933,63.1,66+
8332,Maharashtra,2013,Male,5,Cancer,63050875,315254,75.2,66+
8333,West Bengal,2011,Male,5.62,Stroke,107170016,602443,69.7,36-50
8334,Bihar,2004,Male,9.98,Cancer,87275746,871173,62.6,36-50
8335,Rajasthan,2003,Female,7.68,Resp,68775840,528366,67.1,36-50
8336,Tamil Nadu,2005,Male,5.17,Diabetes,64637040,334206,74.9,0-18
8337,Rajasthan,2009,Female,6.49,Resp,76998278,499935,70.1,66+
8338,Rajasthan,2005,Female,7.81,Resp,71414150,557736,66.5,51-65
8339,Maharashtra,2010,Female,5,Resp,59765118,298825,74.6,19-35
8340,Andhra Pradesh,2015,Female,5,Cardio,55434717,277173,76.1,36-50
8341,Rajasthan,2015,Male,5.49,Cardio,86203741,472837,69.3,51-65
8342,Andhra Pradesh,2003,Female,6.9,Accident,46916583,323772,72.5,36-50
8343,Kerala,2014,Female,5,Cardio,41361398,206806,80,0-18
8344,Gujarat,2004,Male,8.73,Accident,75770251,661788,69.5,36-50
8345,Bihar,2011,Male,8.6,Cardio,101636532,873795,64,0-18
8346,Andhra Pradesh,2007,Female,5,Infect,49599602,247998,70.5,0-18
8347,West Bengal,2009,Male,6.18,Cardio,103821160,641453,68.7,0-18
8348,Maharashtra,2006,Female,6.38,Resp,55648911,355088,71.5,66+
8349,Kerala,2013,Female,5,Cancer,40870947,204354,79.6,51-65
8350,Andhra Pradesh,2011,Male,5.69,Cardio,52436056,298224,72.7,0-18
8351,Kerala,2014,Female,5,Accident,41361398,206806,80,0-18
8352,Andhra Pradesh,2000,Female,7.71,Diabetes,45000000,346886,70.4,66+
8353,Maharashtra,2008,Male,5.99,Cardio,57670302,345648,72.4,36-50
8354,Kerala,2000,Male,5.46,Cardio,35000000,191149,78.2,0-18
8355,Karnataka,2007,Female,5,Resp,61888414,309442,72.6,51-65
8356,Andhra Pradesh,2007,Female,5.62,Infect,49599602,278939,72.2,36-50
8357,Andhra Pradesh,2012,Male,5.13,Infect,53170160,272632,74.7,51-65
8358,Rajasthan,2001,Female,7.03,Resp,66234999,465852,65.6,0-18
8359,Andhra Pradesh,2015,Male,5,Diabetes,55434717,277173,74.2,51-65
8360,Rajasthan,2010,Male,5.56,Infect,78461245,436515,67.2,51-65
8361,Andhra Pradesh,2001,Male,7.56,Accident,45630000,345162,70.5,51-65
8362,Bihar,2013,Male,7.98,Cancer,106157732,846708,65.5,36-50
8363,Tamil Nadu,2009,Male,5,Resp,68603398,343016,76.7,51-65
8364,Maharashtra,2002,Male,7.64,Infect,51816200,395626,70.2,19-35
8365,Gujarat,2012,Female,5.6,Cancer,88776925,496980,71,66+
8366,Andhra Pradesh,2009,Male,5.37,Accident,50998113,273611,74,51-65
8367,Bihar,2013,Male,7.5,Cardio,106157732,796449,64.7,19-35
8368,Tamil Nadu,2015,Male,5,Cancer,75013923,375069,78.3,36-50
8369,Kerala,2014,Male,5,Accident,41361398,206806,80,66+
8370,Rajasthan,2001,Female,7.62,Cardio,66234999,504815,66.3,19-35
8371,Bihar,2001,Female,10.46,Cardio,81760000,855108,62.5,0-18
8372,Kerala,2013,Male,5,Stroke,40870947,204354,80,51-65
8373,Uttar Pradesh,2004,Male,8.46,Cardio,165571933,1400154,63.8,19-35
8374,West Bengal,2008,Female,6.86,Cancer,102186182,700973,70.1,51-65
8375,Tamil Nadu,2003,Male,6.14,Infect,62740702,385372,76.1,0-18
8376,Karnataka,2001,Male,7.28,Cancer,55934999,407235,70.9,36-50
8377,Tamil Nadu,2003,Female,6.31,Diabetes,62740702,396043,75.6,19-35
8378,Rajasthan,2004,Male,7.39,Cardio,70082581,517806,67.4,36-50
8379,Uttar Pradesh,2006,Male,8.15,Cardio,173954012,1418450,66.1,36-50
8380,Uttar Pradesh,2001,Male,9.4,Cardio,153750000,1445161,63.3,51-65
8381,Karnataka,2002,Female,7.04,Resp,56885894,400250,73.9,51-65
8382,Bihar,2000,Female,11.2,Accident,80000000,896387,61.7,0-18
8383,Gujarat,2013,Female,6.8,Resp,90552464,616053,73.3,36-50
8384,West Bengal,2010,Female,5.39,Cardio,105482299,568033,70,51-65
8385,Maharashtra,2011,Male,5.16,Infect,60840890,313811,71.6,36-50
8386,West Bengal,2004,Female,7.04,Infect,95899720,675563,69.1,19-35
8387,Rajasthan,2007,Female,7.24,Cancer,74153669,536991,68.8,51-65
8388,Kerala,2008,Female,5,Stroke,38504558,192522,79.5,0-18
8389,Maharashtra,2004,Male,7.02,Cancer,53698371,376707,70.5,36-50
8390,Rajasthan,2015,Female,5.46,Cardio,86203741,470682,69.3,36-50
8391,Maharashtra,2010,Male,5.2,Cardio,59765118,311020,72.8,51-65
8392,West Bengal,2010,Male,5.99,Infect,105482299,632022,69.4,66+
8393,Kerala,2013,Female,5,Cardio,40870947,204354,80,0-18
8394,Gujarat,2012,Female,5.53,Cardio,88776925,491166,70.5,51-65
8395,Gujarat,2002,Male,7.22,Diabetes,72828000,525508,68.6,36-50
8396,Tamil Nadu,2015,Female,5,Accident,75013923,375069,78.3,66+
8397,Karnataka,2010,Male,5,Resp,65098685,325493,73,0-18
8398,Bihar,2013,Male,9.32,Infect,106157732,989677,66.9,36-50
8399,Maharashtra,2007,Female,6.13,Infect,56650591,347532,72.2,51-65
8400,Gujarat,2006,Male,6.51,Cardio,78831369,513152,68,36-50
8401,Maharashtra,2003,Male,6.68,Infect,52748891,352416,71.8,0-18
8402,Andhra Pradesh,2010,Male,5,Diabetes,51712086,258560,73.2,36-50
8403,Tamil Nadu,2013,Male,5,Cardio,72813146,364065,76.5,51-65
8404,Rajasthan,2008,Male,7.53,Accident,75562588,568920,68.3,36-50
8405,Uttar Pradesh,2009,Female,7.81,Resp,187329445,1463834,65.7,51-65
8406,Gujarat,2005,Female,6.89,Infect,77285656,532721,67.9,0-18
8407,West Bengal,2000,Female,7.72,Infect,90000000,695131,66.3,19-35
8408,Karnataka,2011,Male,5.07,Accident,66205363,335416,72.7,0-18
8409,Rajasthan,2014,Male,5.72,Accident,84596409,483597,70.1,0-18
8410,Uttar Pradesh,2003,Male,9.6,Resp,161533593,1551472,64.6,51-65
8411,Andhra Pradesh,2010,Male,5.05,Accident,51712086,261297,73.3,66+
8412,Maharashtra,2013,Male,5,Cardio,63050875,315254,74.9,51-65
8413,Tamil Nadu,2009,Female,5,Cardio,68603398,343016,75.7,51-65
8414,Maharashtra,2002,Female,7.24,Cardio,51816200,375176,69.4,51-65
8415,Andhra Pradesh,2010,Female,5,Cardio,51712086,258560,74.6,19-35
8416,Andhra Pradesh,2003,Male,6.48,Resp,46916583,303990,70.4,66+
8417,Maharashtra,2012,Male,5,Cancer,61936026,309680,73.7,51-65
8418,West Bengal,2010,Female,5,Resp,105482299,527411,71.7,51-65
8419,Karnataka,2008,Male,5.55,Infect,62940518,349307,73.6,66+
8420,Uttar Pradesh,2005,Male,8.96,Cancer,169711231,1520518,65.9,19-35
8421,Maharashtra,2007,Female,6.05,Cardio,56650591,342586,70.2,51-65
8422,Karnataka,2014,Female,5,Resp,69639561,348197,76.1,36-50
8423,Rajasthan,2008,Female,6.55,Cancer,75562588,495244,67.3,19-35
8424,West Bengal,2003,Male,7.27,Stroke,94389488,686109,66.9,0-18
8425,West Bengal,2013,Female,5,Cancer,110626892,553134,69.2,19-35
8426,Bihar,2000,Female,10.98,Cancer,80000000,878729,62,36-50
8427,Kerala,2011,Male,5,Cardio,39907422,199537,79.8,66+
8428,Kerala,2015,Male,5,Infect,41857735,209288,80,66+
8429,Andhra Pradesh,2009,Male,5.16,Infect,50998113,263389,70.9,0-18
8430,Andhra Pradesh,2011,Female,5.23,Cardio,52436056,274043,74.5,19-35
8431,Maharashtra,2010,Female,5,Cardio,59765118,298825,73.5,36-50
8432,Maharashtra,2015,Male,5,Infect,65341135,326705,74.8,0-18
8433,Andhra Pradesh,2012,Male,5,Stroke,53170160,265850,73.4,0-18
8434,West Bengal,2001,Male,7.12,Infect,91440000,651344,65.4,0-18
8435,Gujarat,2002,Female,8.01,Resp,72828000,583525,68.4,19-35
8436,West Bengal,2011,Female,6.06,Resp,107170016,649910,71,36-50
8437,Gujarat,2014,Male,5.41,Diabetes,92363513,499394,72,0-18
8438,Karnataka,2000,Female,6.9,Accident,55000000,379267,72.2,0-18
8439,Uttar Pradesh,2009,Male,7.88,Infect,187329445,1475858,66.6,36-50
8440,Maharashtra,2010,Male,5,Cardio,59765118,298825,73.6,36-50
8441,Maharashtra,2000,Female,7.49,Resp,50000000,374618,71.3,51-65
8442,West Bengal,2005,Male,6.93,Cancer,97434115,675626,69.9,51-65
8443,Karnataka,2012,Female,5,Infect,67330854,336654,74.2,19-35
8444,Gujarat,2011,Female,5.81,Cardio,87036201,505298,72,51-65
8445,Tamil Nadu,2005,Male,5.68,Accident,64637040,367368,75.5,36-50
8446,Rajasthan,2012,Male,5.5,Cardio,81471097,447784,69,19-35
8447,Gujarat,2005,Male,7.08,Cardio,77285656,547383,69.3,0-18
8448,Kerala,2011,Female,5,Accident,39907422,199537,80,19-35
8449,Kerala,2007,Male,5,Accident,38047982,190239,78.9,51-65
8450,Rajasthan,2005,Male,7.24,Infect,71414150,517349,67.4,36-50
8451,West Bengal,2014,Female,5.55,Cardio,112396922,623321,71.6,19-35
8452,Karnataka,2012,Female,5,Cancer,67330854,336654,73.3,19-35
8453,Uttar Pradesh,2015,Male,6,Stroke,217244724,1302678,70.5,0-18
8454,Bihar,2013,Male,9.36,Accident,106157732,993347,66.6,36-50
8455,Karnataka,2005,Male,6.16,Cardio,59836675,368834,71,0-18
8456,Karnataka,2008,Female,5.25,Accident,62940518,330377,73.4,36-50
8457,Uttar Pradesh,2004,Male,9.28,Cardio,165571933,1537056,64.2,36-50
8458,Bihar,2008,Male,9.12,Accident,95213198,868171,63.2,51-65
8459,Andhra Pradesh,2009,Female,5.24,Cardio,50998113,267056,70,66+
8460,Karnataka,2003,Male,5.45,Stroke,57852955,315085,72.8,0-18
8461,Bihar,2002,Male,10.48,Cardio,83558720,875958,63.5,19-35
8462,Gujarat,2015,Male,5,Stroke,94210783,471053,73.7,19-35
8463,Tamil Nadu,2010,Male,5,Cardio,69632449,348162,77.5,19-35
8464,Uttar Pradesh,2013,Male,6.63,Cardio,206776656,1370254,69.7,19-35
8465,Gujarat,2015,Male,6.01,Resp,94210783,566495,72.4,19-35
8466,Rajasthan,2015,Male,5.21,Cardio,86203741,449330,71,19-35
8467,Rajasthan,2002,Male,8.46,Infect,67493464,570709,66.3,19-35
8468,Kerala,2012,Female,5,Accident,40386311,201931,80,19-35
8469,West Bengal,2000,Male,7.52,Stroke,90000000,676507,65.4,0-18
8470,Tamil Nadu,2014,Male,5,Cancer,73905343,369526,78.4,66+
8471,Kerala,2008,Male,5,Infect,38504558,192522,79.9,19-35
8472,Rajasthan,2003,Male,7.51,Resp,68775840,516663,65.6,0-18
8473,Maharashtra,2013,Male,5,Cardio,63050875,315254,74.6,19-35
8474,Bihar,2012,Female,7.89,Cardio,103872536,819302,66.5,19-35
8475,Andhra Pradesh,2000,Female,6.99,Accident,45000000,314385,69.6,19-35
8476,West Bengal,2011,Female,5.48,Accident,107170016,587698,69.4,51-65
8477,Maharashtra,2006,Male,6.23,Cardio,55648911,346515,71.2,36-50
8478,Maharashtra,2015,Female,5,Accident,65341135,326705,72.9,51-65
8479,Andhra Pradesh,2001,Female,6.85,Cancer,45630000,312751,69.1,51-65
8480,Uttar Pradesh,2002,Female,7.61,Infect,157593750,1198508,65.1,36-50
8481,Uttar Pradesh,2012,Female,7.68,Resp,201733323,1549305,67.4,51-65
8482,Bihar,2000,Male,11.52,Accident,80000000,921712,60.9,19-35
8483,Gujarat,2009,Female,6.79,Resp,83656479,567884,71.4,19-35
8484,Tamil Nadu,2014,Male,5,Resp,73905343,369526,77,19-35
8485,West Bengal,2013,Female,5.15,Accident,110626892,570023,69.7,36-50
8486,Maharashtra,2001,Female,7.18,Cardio,50900000,365701,71.7,36-50
8487,Uttar Pradesh,2007,Female,8.48,Cardio,178302863,1511568,64.8,36-50
8488,Uttar Pradesh,2013,Male,5.78,Accident,206776656,1194328,68.8,0-18
8489,Tamil Nadu,2006,Male,5,Accident,65606595,328032,76.2,19-35
